questions,lang
Cine a fondat Intel?,ro
Give me all B-sides of the Ramones.,en
Gib mir alle B-Seiten der Ramones.,de
Dame todas las caras B de los Ramones.,es
Dammi tutti i lati B dei Ramones.,it
Donnes-moi tous les faces B des Ramones.,fr
Geef alle B-kantjes van singles van de Ramones.,nl
Dă-mi toate laturile B ale Ramones,ro
Give me all films produced by Hal Roach.,en
Gib mir alle Filme des Produzenten Hal Roach.,de
Dame todas las películas del producente Hal Roach.,es
Dammi tutti i film prodotti da Hal Roach.,it
Donnes-moi tous les films produits par Hal Roach.,fr
Noem alle films die zijn geproduceerd door Hal Roach.,nl
Dă-mi toate filmele produse de Hal Roach,ro
Which bridges are of the same type as the Manhattan Bridge?,en
Welche Brücken sind vom gleichen Typ wie die Manhattan Bridge?,de
¿Qué puentes son del mismo tipo que el puente de Manhattan?,es
Quali ponti sono dello stesso tipo del ponte di Manhattan?,it
Quels ponts sont du même type que le pont de Manhattan?,fr
Welke bruggen zijn van hetzelfde type als de Manhattan Bridge?,nl
Ce poduri sunt de același tip ca cel din Manhattan?,ro
Give me all Apollo 14 astronauts.,en
Gib mir alle Apollo-14-Astronauten.,de
Dame todos los astronautas de Apolo 14?,es
Dammi gli astronauti dell'Apollo 14.,it
Donnes-moi tous les astronautes d'Apollo 14.,fr
Geef de astronauten van Apollo 14.,nl
Dă-mi toți astronauții Apollo 14.,ro
What is the area code of Berlin?,en
Was ist die Vorwahl von Berlin?,de
¿Cuál es el prefijo de Berlin?,es
Qual è il prefisso di Berlino?,it
Quel est l'indicatif téléphonique de Berlin?,fr
Wat is het kengetal van Berlijn?,nl
Care este prefixul telephonic pentru Berlin?,ro
Which software has been developed by organizations founded in California?,en
"Welche Softwareprodukte wurde von Unternehmen entwickelt, die in Kalifornien gegründet wurden?",de
¿Qué productos de software han sido desarrollados por empresas fundadas en California?,es
Quali software sono stati sviluppati da aziende fondate in California?,it
Quels logiciels ont été dévelopés par des agences fondées en Californie?,fr
Welke software is ontwikkeld door bedrijven opgericht in Californië?,nl
Ce software a fost dezvoltat de organizații fondate în California,ro
What is the currency of the Czech Republic?,en
Was ist die Währung der Tschechischen Republik?,de
¿Cuál es la moneda de la república checa?,es
Qual è la valuta della Repubblica Ceca?,it
Quel est la devise de la Tchéquie?,fr
Wat is de munteenheid van Tsjechië?,nl
Care este moneda națională a Cehiei?,ro
Which music albums contain the song Last Christmas?,en
Auf welchen Musikalben ist das Lied Last Christmas?,de
¿Qué albums musicales contienen la canción Las Christmas?,es
Quali album musicali contengono la canzone Last Christmas?,it
Quels albums contiennent le morceau Last Christmas?,fr
Op welke muziekalbums staat het nummer Last Christmas?,nl
Ce albume muzicale conțin melodia Last Christmas?,ro
Give me all world heritage sites designated within the past two years.,en
"Gib mir alle Welterbestätten, die in den vergangenen zwei Jahren aufgenommen wurden.",de
¿Qué patrimonios de la humanidad fueron reconocidos en los últimos dos años?,es
Dammi tutti i siti designati patrimoni dell'umanità negli ultimi due anni.,it
Donne-moi tous les patrimoines mondiaux qui ont été inscrits pendant les derniers deux ans.,fr
Noem alle plaatsen op de Werelderfgoedlijst die in de laatste twee jaar zijn toegevoegd.,nl
Dă-mi toate siturile de patrimoniu mondial desemnate in ultimii doi ani.,ro
Which cities does the Weser flow through?,en
Durch welche Städte fließt die Weser?,de
¿Por qué ciudades pasa el río Weser?,es
Attraverso quali città scorre il fiume Weser?,it
Quels sont les villes traversées par la Weser?,fr
Door welke steden loopt de Weser?,nl
Ce orașe străbate Weserul?,ro
Give me all companies in the advertising industry.,en
"Gib mir alle Unternehmen, die in der Werbebranche tätig sind.",de
Dame todas las empresas publicitarias.,es
Dammi tutte le aziende pubblicitarie.,it
Donnes-moi toutes les agences de publicité.,fr
Noem alle bedrijven die in de reclamebranche actief zijn.,nl
Dă-mi toate companiile din industria publicitară.,ro
Give me all people with first name Jimmy.,en
"Gib mir alle Personen, die den Vornamen Jimmy haben.",de
Dame todas las personas con el nombre propio Jimmy.,es
Dammi tutte le persone il cui nome è Jimmy.,it
Donnes-moi toutes les personnes dont le prénom est Jimmy.,fr
Noem alle personen met de voornaam Jimmy.,nl
Dă-mi toate persoanele cu prenumele Jimmy,ro
Give me all movies directed by Francis Ford Coppola.,en
"Gib mir alle Filme, bei denen Francis Ford Coppola Regie geführt hat.",de
Dame todas las películas que haya dirigido Francis Ford Coppola.,es
Dammi tutti i film diretti da Francis Ford Coppola.,it
Donnes-moi tous les films dont Francis réalisés par Francis Ford Coppola.,fr
Geef alle films die werden geregisseerd door Francis Ford Coppola.,nl
Dă-mi toate filmele regizate de Francis Ford Coppola.,ro
What is the ruling party in Lisbon?,en
Welche Partei regiert in Lissabon?,de
¿Qué partido gobierna en Lisboa?,es
Qual è il partito che governa Lisbona?,it
Quel est le parti au pouvoir à Lisbonne?,fr
Welke partij is aan de macht in Lissabon?,nl
Care este partidul la putere în Lisabona?,ro
Who produces Orangina?,en
Wer stellt Orangina her?,de
¿Quién produce Orangina?,es
Chi produce l'Orangina?,it
Qui produit Orangina?,fr
Wie is de producent van Orangina?,nl
Cine produce Orangina?,ro
Give me all companies in Munich.,en
Gib mir alle Unternehmen in München.,de
Dame todas las empresas de Munich?,es
Dammi tutte le aziende di Monaco.,it
Donnes moi toutes les entreprises de Munich.,fr
Noem alle bedrijven in München.,nl
Dă-mi toate companiile din München,ro
What is the melting point of copper?,en
Wo liegt der Schmelzpunkt von Kupfer?,de
¿Cúal es el punto de fusión del cobre?,es
Qual è il punto di fusione del rame?,it
Quel est le point de fusion du cuivre?,fr
Wat is het smeltpunt van koper?,nl
Care este punctul de topire al cuprului?,ro
Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?,en
War die Kubakrise vor der Schweinebuchtinvasion?,de
¿Fué la crisis de cuba antes de la invasión de bahía de cochinos?,es
La crisi dei missili di Cuba avvenne prima dello sbarco nella Baia dei Porci?,it
La crise des missiles de Cuba a-t-elle eu lieu avant the débarquement de la baie des Cochons?,fr
Was de Cubacrisis eerder dan de invasie in de Varkensbaai?,nl
A avut loc mai devreme Criza rachetelor din Cuba decât Invazia din Golful Porcilor?,ro
Who was John F. Kennedy's vice president?,en
Wer war der Vizepräsident unter John F. Kennedy?,de
¿Quién fué el vicepresidente de John F. Kennedy?,es
Chi fu il vicepresidente di John F. Kennedy?,it
Qui était le vice-président de John F. Kennedy?,fr
Wie was de vicepresident onder John F. Kennedy?,nl
Cine a fost vicepreședintele lui John F. Kennedy?,ro
When was Capcom founded?,en
Wann wurde Capcom gegründet?,de
¿Cúando se fundó Capcom?,es
Quando è stata fondata Capcom?,it
Quand a été fondé Capcom?,fr
Wanneer werd Capcom opgericht?,nl
Când a fost fondat Capcom?,ro
Who is the Formula 1 race driver with the most races?,en
Wer ist der Formel-1-Fahrer mit den meisten Rennen?,de
¿Quién es el conductor de Formula 1 con más carreras?,es
Qual è il pilota di Formula 1 con più gare?,it
Quel est le pilote de Formule 1 qui a gagné le plus de courses?,fr
Wie is de Formule 1-coureur met de meeste races op zijn naam?,nl
Cine este pilotul de curse Formula 1 cu cele mai multe curse?,ro
Which U.S. state has been admitted latest?,en
Welcher US-Bundesstaat wurde zuletzt aufgenommen?,de
¿Qué estado americano fué el último en ser admitido?,es
Quale stato degli Stati Uniti è stato ammesso per ultimo?,it
Quel état américan fut le dernier à être admis?,fr
Welke staat van de Verenigde Staten is als laatste toegetreden?,nl
Care stat american a fost recunoscut ultimul?,ro
Give me all Methodist politicians.,en
"Gib mir alle Politiker, die Methodisten sind.",de
Dame todos los políticos que sean metodístas.,es
Dammi tutti i politici metodisti.,it
Donnes-moi tous les politiciens qui sont méthodistes.,fr
Geef alle politici die methodist zijn.,nl
Dă-mi toți politicienii metodiști,ro
What is the highest place of the Urals?,en
Was ist die höhchste Stelle des Ural?,de
¿Cuál es el punto más alto del montes Urales?,es
Qual è il punto più alto del Uràli?,it
Quel est l'endroit le plus haut d'Oural?,fr
Wat is het hoogste punt van de Oeral?,nl
Care este cel mai înalt punct de pe munții Urali?,ro
Give me all soccer clubs in the Premier League.,en
Gib mir alle Vereine in der Premier League.,de
Dame todos los clubs de la Premier League.,es
Dammi tutti i club calcistici nella Premier League.,it
Donnes-moi toutes les équipes de la Premier League.,fr
Noem alle clubs uit de Premier League.,nl
Dă-mi toate cluburile de fotbal din Premier League,ro
Which monarchs were married to a German?,en
Welche Monarchen waren mit jemand deutschem verheiratet?,de
¿Qué monárcas estaban casados con una persona alemana?,es
Quali monarchi erano sposati con persone tedesche?,it
Quels monarques ont épousé une personne allemande?,fr
Welke monarchen waren getrouwd met een Duitser?,nl
Ce monarhi au fost căsătoriți cu o persoană germană?,ro
Show me all songs from Bruce Springsteen released between 1980 and 1990.,en
"Zeige mir alle Lieder von Bruce Springsteen, die zwischen 1980 und 1990 herausgebracht wurden.",de
¿Enseñame todas las canciones de Bruce Springsteen que aparecieron entre 1980 y 1990.,es
Dammi tutte le canzoni di Bruce Springsteen rilasciate tra il 1980 e il 1990.,it
Donnes-moi tous les morceaux de Bruce Springsteen qui ont été publiés entre 1980 et 1990.,fr
Geef alle songs van Bruce Springsteen die werden uitgebracht tussen 1980 en 1990.,nl
Arată-mi toate melodiile de Bruce Springsten apărute între 1980 și 1990,ro
Give me all professional skateboarders from Sweden.,en
Gib mir alle Profiskateboarder aus Schweden.,de
Dame todos las skateboarders profesionales de Suecia.,es
Dammi tutti gli skateboarders professionisti della Svezia.,it
Donne-moi tous les skateboarders professionnels de Suède.,fr
Noem alle professionele skateboarders uit Zweden.,nl
Dă-mi toți skateboarderii profesioniști din Suedia.,ro
Give me all members of Prodigy.,en
Gib mir alle Bandmitglieder von Prodigy.,de
Dame todos los miembros de la banda Prodigy.,es
Dammi tutti i membri dei Prodigy.,it
Donne-moi tous les membres de Prodigy.,fr
Noem alle leden van Prodigy.,nl
Dă-mi toții membrii Prodigy.,ro
How many students does the Free University in Amsterdam have?,en
Wieviele Studenten hat die Freie Universität in Amsterdam?,de
¿Cuántos estudiantes tiene la Universidad Libre de Amsterdam?,es
Quanti studenti ci sono nella Libera Università di Amsterdam?,it
Combien d'étudiants a l'université libre d'Amsterdam?,fr
Hoeveel studenten heeft de Vrije Universiteit in Amsterdam?,nl
Câți studenți are Universitatea Liberă din Amsterdam?,ro
Give me all Australian nonprofit organizations.,en
Gib mir alle gemeinnützigen Organisationen in Australien.,de
Dame todas las organizaciones benéficas de Australia.,es
Dammi tutte le organizzazioni australiane non a scopo di lucro.,it
Donnes-moi toutes les associations australiennes à but non lucratif.,fr
Noem alle Australische organisaties zonder winstoogmerk.,nl
Dă-mi toate organizațiile non-profit din Australia.,ro
What did Bruce Carver die from?,en
Woran ist Bruce Carver gestorben?,de
¿De qué murió Bruce Carver?,es
Di cosa è morto Bruce Carver?,it
Quel est la cause de décès de Bruce Carver?,fr
Waaraan overleed Bruce Carver?,nl
Din ce cauză a murit Bruce Carver?,ro
