questions,lang
To which party does the mayor of Paris belong?,en
شهردار پاریس عضو چه حزبی است؟,fa
Welcher Partei gehört die Bürgermeisterin von Paris an?,de
¿A qué partido politico pertenece el alcalde de París?,es
A quale partito polito appartiene il sindaco di Parigi?,it
Quel est le parti politique du maire de Paris?,fr
Tot welke partij behoort de burgemeester van Parijs?,nl
पेरिस के महापौर किस पार्टी के हैं?,hi_IN
Cărui partid aparține primarul Parisului?,ro
Who wrote the book The Pillars of the Earth?,en
Wer schrieb das Buch Die Säulen der Erde?,de
¿Quen escribió el libro Los pilares de la Tierra?,es
Chi ha scritto il libro I pilastri della Terra?,it
Qui a écrit le livre Les Piliers de la Terre?,fr
Wie schreef het boek De Pilaren van de Aarde?,nl
किसने द पिल्लर्स ऑफ द अर्थ किताब को लिखा हैं ?,hi_IN
Cine e scris cartea Stâlpii Pământului?,ro
Who was the doctoral supervisor of Albert Einstein?,en
چه کسی استاد راهنمای دکترای آلبرت اینشتین بود؟,fa
Wer war der Doktorvater von Albert Einstein?,de
¿Quien es el supervisor de doctorado de Albert Einstein?,es
Chi era il supervisore della tesi di dottorato di Albert Einstein?,it
Qui était le directeur de thèse d'Albert Einstein,fr
Wie was de promotor van Albert Einsteins doctoraatsonderzoek?,nl
अल्बर्ट आइंस्टीन के डॉक्टरेट के पर्यवेक्षक कौन थे?,hi_IN
Cine a fost conducătorul de doctorat al lui Albert Einstein?,ro
In which city does Sylvester Stallone live?,en
سیلوستر استالونه در کدام شهر زندگی می کند؟,fa
In welcher Stadt wohnt Sylvester Stallone?,de
¿En qué ciudad vive Sylvester Stallone?,es
In quale città vive Sylvester Stallone?,it
Dans quelle ville vit Sylvester Stallone?,fr
In welke stad woont Sylvester Stallone?,nl
सिल्वेस्टर स्टेलोन किस शहर में रहते हैं?,hi_IN
În ce oraș trăiește Sylvester Stallone?,ro
What is the currency of the Czech Republic?,en
Was ist die Währung der Tschechischen Republik?,de
¿Cuál es la moneda de la república checa?,es
Qual è la valuta della Repubblica Ceca?,it
Quel est la devise de la Tchéquie?,fr
Wat is de munteenheid van Tsjechië?,nl
चेक गणराज्य की मुद्रा क्या है?,hi_IN
Did Socrates influence Aristotle?,en
Hat Sokrates Aristoteles beeinflusst?,de
¿Tuvo Sócrates influencia sobre Aristóteles?,es
Socrate ha influenzato Aristotele?,it
Socrate a-t-il influencé Aristote?,fr
Beïnvloedde Socrates Aristoteles?,nl
क्या एरिस्टोटल सोक्रेटस से प्रभावित थे?,hi_IN
Who is the son of Sonny and Cher?,en
پسر سونی و چر چه کسی بود؟,fa
Wer ist der Sohn von Sonny und Cher?,de
¿Quién es el hijo de Sonny y Cher?,es
Chi è il figlio di Sonny e Cher,it
Qui est le fils de Sonny et Cher?,fr
Wie is de zoon van Sonny en Cher?,nl
सोनि और चेर का बेटा कौन है?,hi_IN
Cine este fiul lui Sonny și Cher?,ro
In which city are the headquarters of the United Nations?,en
مقر سازمان ملل در کدام شهر قرار دارد؟,fa
In welcher Stadt ist das Hauptquartier der Vereinten Nationen?,de
¿En qué ciudad se encuentra la sede de las Naciones Unidas?,es
In quale città si trova il quartier generale delle Nazioni Unite?,it
Dans quelle ville se trouvé les quartiers généraux des Nations Unies?,fr
In welke stad bevindt zich het hoofdkwartier van de Verenigde Naties?,nl
संयुक्त राष्ट के मुख्यालय कौन सा शहर में हैं?,hi_IN
În ce oraș se află cartierul general al Națiunilor Unite?,ro
Who is the founder of Penguin Books?,en
Wer hat Penguin Books gegründet?,de
¿Quien es el fundador de Penguin Books?,es
Chi è il fondatore di Penguin Books?,it
Qui est le fondateur de Penguin  Books?,fr
Wie is de oprichter van Penguin Books?,nl
पेंगुइन बुक्स के संस्थापक कौन हैं?,hi_IN
Cine este fondatorul Penguin Books?,ro
When was Jack Wolfskin founded?,en
جک ولفیش کی تأسیس شد؟,fa
Wann wurde Jack Wolfskin gegründet?,de
¿Cúando se fundó Jack Wolfskin?,es
Quando è stata fondata Jack Wolfskin?,it
Quand a été fondé Jack Wolfskin?,fr
Wanneer werd Jack Wolfskin opgericht?,nl
जैक वुल्फस्किन की स्थापना कब हुई थी?,hi_IN
Când a fost fondat Jack Wolfskin?,ro
Who is the mayor of Rotterdam?,en
Wer ist der Bürgermeister von Rotterdam?,de
¿Quién es el alcalde de Rotterdam?,es
Chi è il sindaco di Rotterdam?,it
Qui est le maire de Rotterdam?,fr
Wie is de burgemeester van Rotterdam?,nl
रॉटरडैम के महपौर कौन हैं?,hi_IN
Cine este primar în Rotterdam?,ro
Give me all Swedish oceanographers.,en
Gib mir alle Schwedischen Ozeanographen.,de
Dame todos los oceanógrafos suecos.,es
Dammi tutti gli oceanografi svedesi.,it
Donne-moi tous les océanographes suédois.,fr
Toon alle Zweedse oceanograafen.,nl
मुझे सभी स्वीडिश महासागरीय वैज्ञानिकों की सूचि बतायें।,hi_IN
Dă-mi toți oceanografii suedezi.,ro
Show me Hemingway's autobiography.,en
خود زندگی نامه همینگوی را بده.,fa
Zeig mir Hemmingways Autobiographie.,de
Muéstrame la autobiografía Hemingway.,es
Mostrami l'autobiografia di Hemingway.,it
Montre l'autobiographie de Hemingway.,fr
Toen de autobiografie van Hemmingway.,nl
हेमिंग्वे की आत्मकथा मुझे दिखायें।,hi_IN
Arată-mi autobiografia lui Hemingway,ro
Who are the parents of the wife of Juan Carlos I?,en
Wer sind die Eltern der Frau von Juan Carlos I?,de
¿Quién son los padres de la esposa de Juan Carlos I?,es
Chi sono i genitori della moglie di Juan Carlos I?,it
Qui sont les parents de l'épouse de Juan Carlos Ier?,fr
Hoe heten de ouders van de vrouw van Juan Carlos I?,nl
जुआन कार्लोस-१ की पत्नी के माता-पिता कौन हैं?,hi_IN
Cine sunt părinții soției lui Juan Carlos I?,ro
Did Tesla win a nobel prize in physics?,en
Hat Tesla den Nobelpreis für Physik gewonnen?,de
¿Obtuvo Tesla el premio nobel de física?,es
Tesla ha vinto un premio Nobel per la fisica?,it
Tesla a-t-il recu le prix Nobel?,fr
Heeft Tesla ooit de Nobelprijs voor de Natuurkunde gewonnen?,nl
क्या टेस्ला ने भौतिक विज्ञान में नोबेल पुरस्कार जीता?,hi_IN
Who is the tallest basketball player?,en
چه کسی بلندترین بازیکن بسکتبال است؟,fa
Wer ist der größte Basketballspieler?,de
Quien es el jugador de baloncesto mas alto?,es
Chi è il giocatore di pallacanestro più alto?,it
Quel est le plus grand joueur de basket?,fr
Wie is de grootste basketballer?,nl
सबसे लंबा बास्केटबॉल खिलाड़ी कौन है?,hi_IN
Cine este cel mai înalt jucător de basket?,ro
Which city has the least inhabitants?,en
چه شهری کمترین سکنه را دارد؟,fa
Welche Stadt hat die wenigsten Einwohner?,de
¿Que ciudad tiene la menor población?,es
Quale città ha il minor numero di abitanti?,it
Quelle ville a le plus petit nombre d'habitants?,fr
Welke stad heeft de minste inwoners?,nl
सबसे कम निवासियों वाला शहर कौन सा है?,hi_IN
Care oraș are cei mai puțini locuitori?,ro
Is proinsulin a protein?,en
Ist Proinsulin ein Protein?,de
¿La proinsulina es una proteina?,es
a proinsulina è una proteina?,it
La pro-insuline est-elle une protéine?,fr
Is proinsuline een proteïne?,nl
क्या प्रोइन्सुलिन एक प्रोटीन है?,hi_IN
Who were the parents of Queen Victoria?,en
Wer waren die Eltern von Königin Viktoria?,de
¿Quiénes fueron los padres de la reina Victoria?,es
Chi sono i genitori della regina Vittoria?,it
Qui étaient les parents de la reine Victoria?,fr
Wie waren de ouders van Koningin Victoria?,nl
महारानी विक्टोरिया के माता-पिता कौन थे?,hi_IN
Cine au fost părinții reginei Victoria?,ro
Did Che Guevara have children?,en
Hatte Che Guevara Kinder?,de
¿Tuvo hijos el Che Guevara?,es
Che Guevara aveva dei figli?,it
Est-ce que Che Guevara a eu des enfants?,fr
Had Che Guevara kinderen?,nl
क्या चे ग्वेरा के बच्चे हैं?,hi_IN
Che Guevara a avut copii?,ro
Is Lake Baikal bigger than the Great Bear Lake?,en
Ist der Baikalsee größer als der Große Bärensee?,de
¿Es el lago Baikal mayor que el lago Great Bear?,es
Il lago Baikal è più grande le lago Great Bear?,it
Est-ce que Lake Baikal est plus grand que le Great Bear Lake?,fr
Is het Baikalmeer groter dan het Groot Berenmeer?,nl
क्या जैक बेयर झील तुलना में बाइकाल झील बड़ी है?,hi_IN
Lacul Baikal este mai mare decât lacul Great Bear?,ro
Did Kaurismäki ever win the Grand Prix at Cannes?,en
آیا کوریسماکی تا بحال جایزه بزرگ  جشنواره کن را برده است؟,fa
Hat Kaurismäki jemals den Großen Preis der Jury in Cannes gewonnen?,de
¿Gano Kaurismäki alguna vez el Gran Prix de Cannes?,es
Kaurismäki ha mai vinto il Grand Prix a Cannes?,it
A Kaurismäki gagné le Grand Prix de Cannes?,fr
Heeft Kaurismäki ooit de Grand Prix op het filmfestival van Cannes gewonnen?,nl
क्या कौरिस्म्की कभी कैनन्स में ग्रांड प्रिक्स जीते हैं?,hi_IN
Kaurismäki a câștigat vreodată premiul Grand Prix la Cannes?,ro
Give me all books by William Goldman with more than 300 pages.,en
Gib mir alle Bücher von William Goldman mit mehr als 300 Seiten.,de
Dame todos los libros de Wiliam Goldman con más de 300 páginas.,es
Dammi tutti i libri di Wiliam Goldman con più di 300 pagine.,it
Donnes-moi tous les livres de William Goldman avec plus de 300 pages.,fr
Geef alle boeken van William Goldman met meer dan 300 pagina's.,nl
मुझे ३०० से अधिक पृष्ठों के साथ विलियम गोल्डमैन की किताबें की सूचि बतायें।,hi_IN
Dă-mi toate carțile de William Glodman cu mai mult de 300 de pagini.,ro
Where is Syngman Rhee buried?,en
ایسونگمن ری گجا دفن شده است؟,fa
Wo liegt Syngman Rhee begraben?,de
¿Dónde está enterrado Syngman Rhee?,es
Dove è sepolto Syngman Rhee?,it
Où est enterré Syngman Rhee?,fr
Waar ligt Syngman Rhee begraven?,nl
सिन्गमैन र्ही कहाँ दफनाया गया है?,hi_IN
Unde este înmormântat Syngman Rhee?,ro
What is the timezone in San Pedro de Atacama?,en
منطقه زمانی در San Pedro de Atacama چیست؟,fa
In welcher Zeitzone liegt San Pedro de Atacama?,de
¿Cuál es la zona horaria en San Pedro de Atacama?,es
Qual è il fuso orario di San Pedro de Atacama?,it
Quel est le fuseau horaire de San Pedro de Atacama?,fr
Wat is de tijdzone in San Pedro de Atacama?,nl
सैन पेड्रो डे अटाकामा में समय क्षेत्र क्या है?,hi_IN
Care este fusul orar din San Pedro de Atacama?,ro
To which artistic movement did the painter of The Three Dancers belong?,en
نقاش سه رقصنده به چه جنبش هنری تعلق دارد؟,fa
Welcher Stilrichtung gehörte der Maler der Drei Tänzer an?,de
¿A qué estilo artístico pertenece el pinto de Los Tres Bailarines?,es
A quale movimento artistico apparteneva il pittore de I tre ballerini?,it
A quel mouvement artistisque appartient le peintre de Les Trois Danceurs?,fr
Tot welke artistieke stijl behoort de schilder van de Drie Dansers?,nl
द थ्री डांसर्स के चित्रकार किस कलात्मक आंदोलन से हैं?,hi_IN
Cărui curent artistic îi aparține pictorul lucrării Trei dansatoare?,ro
Which scientist is known for the Manhattan Project and the Nobel Peace Prize?,en
Welcher Wissenschaftler ist bekannt für das Manhattan-Projekt und den Friedensnobelpreis?,de
¿Qué científicos son conocidos por el proyecto Manhattan y el premio Nobel de la Paz?,es
Quale scienziato è conosciuto per il progetto Manhattan e per il premio Nobel per la pace?,it
Quel chercheur est connu pour le projet Manhattan et le prix Nobel de la paix?,fr
Welke wetenschaper staat bekend om het Manhattan Project en de Nobelprijs voor de Vrede?,nl
कौन सा वैज्ञानिक मैनहट्टन प्रोजेक्ट और नोबेल शांति पुरस्कार के लिए जाना जाता है?,hi_IN
Care om de știință este cunoscut pentru proiectul Manhattan și pentru premiul Nobel pentru pace?,ro
Show me all books in Asimov's Foundation series.,en
مجموعه کتاب های آسیموف چند کتاب دارد؟,fa
Zeig mir alle Bücher in Asimovs Foundation-Serie.,de
Muéstrame todos los libros en la serie Fundación de Asimov,es
Mostrami tutti i libri del Ciclo della Fondazione di Asimov,it
Montres-moi tous les livres du Cycle de Fondation d'Asimov.,fr
Toon alle boeken die bij de Foundation-serie horen.,nl
असिमोव की फाउंडेशन श्रृंखला की सारी पुस्तकों की सूचि दिखाएं।,hi_IN
Arată-mi toate cărțile din seria Fundația de Asimov,ro
Which museum in New York has the most visitors?,en
کدام موزه در نیویورک بیشترین بازدید کننده را دارد؟,fa
Welches Museum in New York hat die meisten Besucher?,de
¿Qué museo en Nueva York tiene el mayor numero de visitantes?,es
Quale museo di New York ha il maggior numero di visitatori?,it
Quel musée de New York a le plus de visiteurs?,fr
Welk museum in New York heeft de meeste bezoekers?,nl
न्यूयॉर्क में कौन से संग्रहालय में सबसे अधिक आगंतुक हैं?,hi_IN
Care muzeu din New York are cei mai mulți vizitatori?,ro
How high is the Yokohama Marine Tower?,en
Wie hoch ist der Yokohama Marine Tower?,de
¿Cómo de alta el la torre Yokohama Marine?,es
Quanto è alta la torre Yokohama Marine?,it
Quelle est la hauteur de la tour de Yokohama?,fr
Hoe hoog is de Yokohama Marine Tower?,nl
योकोहामा समुद्री टॉवर कितना ऊँचा है?,hi_IN
Cât de înalt este Turnul Marine Yokohama?,ro
Who is the youngest Darts player?,en
Wer ist der jüngste Dartspieler?,de
¿Quién es el jugador mas jóven de dardos?,es
Chi è il giocatore di freccette più giovane?,it
Quel est le joueur de fléchettes le plus jeune?,fr
Wie is de jongste dartsspeler?,nl
सबसे छोटा डार्ट्स खिलाड़ी कौन है?,hi_IN
Cine este cel mai tânăr jucător de Darts?,ro
Who developed the video game World of Warcraft?,en
Wer hat das Videospiel World of Warcraft entwickelt?,de
¿Quién desarrolló el videojuego Warcraft?,es
Chi ha creato il videogioco World of Warcraft?,it
Qui a développé World of Warcraft?,fr
Wie heeft het videospel World of Warcraft ontwikkeld?,nl
वर्ल्ड ऑफ़ वारक्राफ़्ट गेम किसने विकसित किया हैं?,hi_IN
Who was the pope that founded the Vatican Television?,en
Welcher Papst hat das Vatikanische Fernsehen gegründet?,de
¿Quien fue el papa que fundo la televisión Vaticana?,es
Quale papa ha fondato la televisione vaticana?,it
Quel pape est le fondateur de la télé du Vatican?,fr
Welk paus richtte de Vaticaanse televisie op?,nl
किस पोप ने वेटिकन टेलीविजन की स्थापना की थी?,hi_IN
Cine a fost papa care a creat televiziunea din Vatican?,ro
Who composed the music for Harold and Maude?,en
Wer hat die Musik für Harold und Maude komponiert?,de
¿Quién compuso la música para Harold y Maude?,es
Chi ha composto la musica per Harold e Maude?,it
Qui a composé la musique de Harold et Maude?,fr
Wie componeerde de muziek voor Harold and Maude,nl
हेरोल्ड एंड मॉड के लिए संगीत किसने बनाया था?,hi_IN
Give me all members of Prodigy.,en
تمام اعضای پرادیجی را لیست کن.,fa
Gib mir alle Bandmitglieder von Prodigy.,de
Dame todos los miembros de la banda Prodigy.,es
Dammi tutti i membri dei Prodigy.,it
Donne-moi tous les membres de Prodigy.,fr
Noem alle leden van Prodigy.,nl
मुझे प्रोडिजी के सभी सदस्यों की सूचि बतायें।,hi_IN
Dă-mi toții membrii Prodigy.,ro
Who is starring in Spanish movies produced by Benicio del Toro?,en
چه کسی در فیلم های اسپانیایی تولید شده توسط بنیسیو دل تورو بازی می کند؟,fa
Wer spielt alles in spanischen Filmen produziert von Benicio del Toro mit? ,de
¿Quien protagoniza peliculas españolas producidas por Benicio del Toro?,es
Chi recita nei film spagnoli prodotti da Benicio del Toro?,it
Quels acteurs jouent dans des films dirigés par Benicio del Toro?,fr
Wie speeld in Spaanse films geproduceerd door Benicio del Toro?,nl
बेनिसीओ डेल टोरो द्वारा निर्मित स्पेनिश फिल्मों में कौन अभिनय करता है?,hi_IN
Cine sunt protagoniști în filmele spaniole produse de Benicio del Toro?,ro
In which country is Mecca located?,en
In welchem Land liegt Mekka?,de
¿En que país se sitúa la Meca?,es
In quale stato si trova La Mecca?,it
Dans quel pays se trouve Mecca?,fr
In welk land ligt Mekka?,nl
मक्का किस देश में स्थित है?,hi_IN
În ce țară se află Mecca?,ro
How many languages are spoken in Colombia?,en
چه تعداد زبان در کلمبیا صحبت می شود؟,fa
Wieviele Sprachen werden in Kolumbien gesprochen?,de
¿Cuántos idiomas se hablan en Colombia?,es
Quante lingue sono parlate in Colombia?,it
Combien de langues sont parlées au Colombie?,fr
Hoeveel talen worden er in Colombia gesproken?,nl
कोलंबिया में कितनी भाषाएं बोली जाती हैं?,hi_IN
Câte limbi sunt vorbite în Columbia?,ro
What is the biggest stadium in Spain?,en
بزرگترین استادیوم در اسپانیا کدام است؟,fa
Was ist das größte Stadion in Spanien?,de
¿Cuál es el estadio más grande de España?,es
Qual è lo stadio più grande in Spagna?,it
Quel est le plus grand stade d'Espagne?,fr
Wat is het grootste stadion van Spanje?,nl
"स्पेन, सबसे बड़ा, स्टेडियम",hi_IN
Care este cel mai mare stadion din Spania?,ro
What are the five boroughs of New York?,en
پنج منطقه نیویورک کدام است؟,fa
Was sind die fünf Stadtteile von New York?,de
¿Cuáles son los cinco condados de Nueva York?,es
Quali sono i cinque quartieri di New York?,it
Donne-moi cinq quartiers de New York.,fr
Wat zijn de fijv wijken van New York?,nl
न्यूयॉर्क के पांच नगर क्या हैं?,hi_IN
Care sunt cele cinci cartiere din New York?,ro
Is Cola a beverage?,en
Ist Cola ein Getränk?,de
¿La Coca Cola es una bebida?,es
La Cola è una bevanda?,it
Le Coca est-il une boisson?,fr
Is cola een drank?,nl
क्या कोला एक पेय है?,hi_IN
Cola este o băutură?,ro
Where in France is sparkling wine produced?,en
Wo in Frankreich wird Schaumwein hergestellt?,de
¿Dónde en Francia se produce el vino espumoso?,es
Dove si produce vino frizzante in Francia?,it
Où produit-on du vin mousseux en France?,fr
Waar in Frankrijk word mousserende wijn geproduceerd?,nl
फ्रांस में स्पार्कलिंग वाइन का उत्पादन कहाँ होता है?,hi_IN
Unde în Franța este produs vinul spumant?,ro
Are there any castles in the United States?,en
,fa
Gibt es irgendwelche Schlösser in den Vereinigten Staaten?,de
,es
Ci sono castelli negli Stati Uniti?,it
Y a-t-il des châteaux aux États-Unis?,fr
,nl
,ro
Can you find frescoes in Crete?,en
,fa
Können Sie Fresken in Kreta finden?,de
,es
Si possono trovare affreschi a Creta?,it
Peut-on trouver des fresques en Crète?,fr
,nl
,ro
Do Urdu and Persian have a common root?,en
,fa
Haben Urdu und Perser eine gemeinsame Wurzel?,de
,es
Urdu e Persiano hanno le stesse radici?,it
Est-ce que l'ourdou et le persan ont une origine commune?,fr
,nl
,ro
Does the Ford Motor Company have a manufacturing plant in Malaysia?,en
,fa
Hat Ford eine Frabik in Malaysia?,de
,es
La Ford ha una fabbrica in Malesia?,it
Est-ce que Ford possède une usine en Malaisie?,fr
,nl
,ro
How many years was the Ford Model T manufactured?,en
,fa
Wie viele Jahre wurde das Ford Model T hergestellt?,de
,es
Per quanti anni fu prodotta la Ford T?,it
Pendant combien d'années la Ford T a-t-elle été fabriquée?,fr
,nl
,ro
Give me all gangsters from the prohibition era.,en
,fa
Gib mir alle Gangster der Prohibitions Ära.,de
,es
Dammi tutti i gangster dell'era del proibizionismo.,it
Donnez-moi le nom de tous les gangsters de la Prohibition.,fr
,nl
,ro
Give me all Seven Wonders of the Ancient World.,en
,fa
Gib mir alle Sieben Wunder der Antiken Welt.,de
,es
Dammi tutte le Sette Meraviglie del Mondo Antico.,it
Donnez-moi le nom des Sept Merveilles du Monde antique.,fr
,nl
,ro
Give me all chemical elements.,en
,fa
Gib mir alle Chemischen Elemente.,de
,es
Dammi tutti gli elementi chimici.,it
Donnez-moi le nom de tous les éléments chimiques.,fr
,nl
,ro
How many rivers and lakes are in South Carolina?,en
,fa
Wie viele Flüsse und Seen gibt es in South Carolina?,de
,es
Quanti fiumi e laghi ci sono in Carolina del Sud?,it
Combien de rivières et de lacs y a-t-il en Caroline du Sud?,fr
,nl
,ro
How many states are in Mexico?,en
,fa
Wie viele Staaten gibt es in Mexiko?,de
,es
Quanti stati ci sono in Messico?,it
Combien d'états y a-t-il au Mexique?,fr
,nl
,ro
How many theories did Albert Einstein come up with?,en
,fa
Wie viele Theorien hat Albert Einstein formuliert?,de
,es
Quante teorie formulò Albert Einstein?,it
Combien de théories a Albert Einstein formulé?,fr
,nl
,ro
Is horse racing a sport?,en
,fa
Ist Pferderennen ein Sport,de
,es
L'ippica è uno sport?,it
Est-ce que les courses hippiques sont un sport?,fr
,nl
,ro
Is Pluto really a planet?,en
,fa
Ist Pluto wirklich ein Planet?,de
,es
Plutone è veramente un pianeta?,it
Est-ce que Pluton est réellement une planète?,fr
,nl
,ro
Was Sigmund Freud married?,en
,fa
War Sigmund Freud verheiratet?,de
,es
Sigmund Freud era sposato?,it
Est-ce que Sigmund Freud était marié?,fr
,nl
,ro
What form of government is found in South Africa?,en
,fa
Welche Regierungsform hat Südafrika?,de
,es
Che forma di governo c'è in Sudafrica?,it
Quelle forme de gouvernement y a-t-il en Afrique du Sud?,fr
,nl
,ro
What is the largest state in the United States?,en
,fa
Was ist der größte Staat in den Vereinigten Staaten?,de
,es
Qual è lo stato più esteso degli Stati Uniti?,it
Quel est le plus grand état des États-Unis?,fr
,nl
,ro
What is the longest river in the world?,en
,fa
Was ist der längste Fluss der Welt?,de
,es
Qual è il fiume più lungo del mondo?,it
Quelle est la rivière la plus longue au monde?,fr
,nl
,ro
Which building after the Burj Khalifa has the most floors?,en
,fa
Welches Gebäude nach dem Burj Khalifa hat die meisten Etagen,de
,es
Quale edificio dopo il Burj Khalifa ha più piani?,it
Quel édifice a le plus grand nombre d'étages après le Burj Khalifa?,fr
,nl
,ro
What is the wavelength of indigo?,en
,fa
Was ist die Wellenlänge von Indigo?,de
,es
Qual è la lunghezza d'onda dell'indaco?,it
Quelle est la longueur d'onde de l'indigo?,fr
,nl
,ro
What was the name of the famous battle in 1836 in San Antonio?,en
,fa
Wie ist der Name der berühmten Schlacht von 1836 in San Antonio?,de
,es
Quale fu il nome della famosa battaglia di San Antonio del 1836?,it
Quel est le nom de la célèbre bataille de San Antonio en 1836?,fr
,nl
,ro
What were the names of the three ships used by Columbus?,en
,fa
"Was waren die Namen der drei Schiffe, die Columbus benutzte?",de
,es
Quali furono i nomi delle tre navi utilizzate da Colombo?,it
Quels sont les noms des trois bateaux utilisés par Colomb?,fr
,nl
,ro
When did Muhammad die?,en
,fa
Wann ist Muhammad gestorben?,de
,es
Quando morì Maometto?,it
Quand est mort Mahomet?,fr
,nl
,ro
When was the De Beers company founded?,en
,fa
Wann wurde De Beers gegründet?,de
,es
Quando fu fondata l'azienda De Beers?,it
Quand a été fondée la société De Beers?,fr
,nl
,ro
When was John Adams born?,en
,fa
Wann wurde John Adams geboren?,de
,es
Quando nacque John Adams?,it
Quand est né John Adams?,fr
,nl
,ro
Which American presidents were in office during the Vietnam War?,en
,fa
Welche Amerikanischen Präsidenten waren während des Vietnamkriegs im Amt?,de
,es
Quali presidenti americani erano in carica durante la Guerra del Vietnam?,it
Quels présidents américains étaient au pouvoir pendant la guerre du Vietnam?,fr
,nl
,ro
Which city has the oldest running metro?,en
,fa
Welche Stadt hat die älteste funktionierende U-Bahn?,de
,es
Quale città ha la più antica metropolitana in funzione?,it
Quelle ville a le plus vieux métro en fonction?,fr
,nl
,ro
Which holidays are celebrated around the world?,en
,fa
Welche Feiertage werden auf der Welt gefeiert?,de
,es
Quali festività sono celebrate nel mondo?,it
Quelles fêtes sont célébrées autour du monde?,fr
,nl
,ro
Who assassinated President McKinley?,en
,fa
Wer hat Präsident McKinley ermordet?,de
,es
Chi assassinò il presidente McKinley?,it
Qui a assassiné le président McKinley?,fr
,nl
,ro
Who discovered Pluto?,en
,fa
Wer hat Pluto entdeckt?,de
,es
Chi scoprì Plutone?,it
Qui a découvert Pluton?,fr
,nl
,ro
Who killed Caesar?,en
,fa
Wer hat Caesar getötet?,de
,es
Chi uccise Giulio Cesare?,it
Qui a tué César?,fr
,nl
,ro
Who was buried in the Great Pyramid of Giza?,en
,fa
Wer wurde in der Cheops-Pyramide begraben?,de
,es
Chi fu sepolto nella Grande Piramide di Giza?,it
Qui est enterré dans la grande pyramide de Gizeh?,fr
,nl
,ro
Who was the first King of England?,en
,fa
Wer war der erste König von England?,de
,es
Chi fu il primo Re d'Inghilterra?,it
Qui était le premier roi d'Angleterre?,fr
,nl
,ro
What was the final result of the War of the Roses?,en
,fa
Was war das Endergebnis der Rosenkriege?,de
,es
Quale fu il risultato finale della Guerra delle Due Rose?,it
Quel a été le résultat final de la Guerre des Rose?,fr
,nl
,ro
Who writes the Farmers' Almanac?,en
,fa
Wer schreibt das Farmes' Almanac?,de
,es
Chi scrive il Farmers' Almanac?,it
Qui écrit l'Almanach des fermiers?,fr
,nl
,ro
How big is the earth's diameter?,en
,fa
Wie groß ist der Durchmesser der Erde?,de
,es
Quanto è grande il diametro della Terra?,it
Quelle est la longueur du diamètre de la Terre?,fr
,nl
,ro
How many people live in Eurasia?,en
,fa
Wie viele Menschen leben in Eurasien?,de
,es
Quante persone vivono in Eurasia?,it
Combien de personnes vivent en Eurasie?,fr
,nl
,ro
Give me the runtime of Toy Story.,en
,fa
Gib mir die Laufzeit von Toy Story.,de
,es
Dammi la durata di Toy Story.,it
Donnez-moi la durée de Toy Story.,fr
,nl
,ro
What was the first name of the band Queens of the Stone Age?,en
,fa
Was war der erste Name der Band Queens of the Stone Age?,de
,es
Qual è stato il primo nome del gruppo Queens of the Stone Age?,it
Quel était le premier nom du groupe Queens of the Stone Age?,fr
,nl
,ro
Give me the birth place of Frank Sinatra.,en
,fa
Gib mir den Geburtsort von Frank Sinatra.,de
,es
Dammi il luogo di nascita di Frank Sinatra.,it
Donnez-moi le lieu de naissance de Frank Sinatra.,fr
,nl
,ro
Which university did Angela Merkel attend?,en
,fa
Welche Universiät hat Angela Merkel besucht?,de
,es
Quale università ha frequentato Angela Merkel?,it
Quelle université a Angela Merkel fréquenté?,fr
,nl
,ro
