questions,lang
लुफ्तहांसा की कौन सी सहायक कंपनी डॉर्टमुंड और बर्लिन टेगल दोनों की सेवा करती है?,hi_IN
Care filială a Lufthansa deservește atât Dortmund cât și Berlin Tegel?,ro
Who was the successor of John F. Kennedy?,en
Quem foi o sucessor de John F. Kennedy?,pt_BR
Wer war der Nachfolger von John F. Kennedy?,de
¿Quién fué el sucesor de John F. Kennedy?,es
Chi fu il successore di John F. Kennedy?,it
Qui était le successeur de John F. Kennedy?,fr
Wie was de opvolger van John F. Kennedy?,nl
जॉन एफ कैनेडी के उत्तराधिकारी कौन थे?,hi_IN
Who composed the soundtrack for Cameron's Titanic?,en
Quem compôs a trilha sonora do Titanic de Cameron?,pt_BR
چه کسی موسیقی متن تایتانیک کامرون را نوشته است؟,fa
Wer hat den Soundtrack für Camerons Titanic geschrieben?,de
¿Quién compuso la banda sonora del Titanic de Cameron?,es
Chi ha composto la colonna sonora di Titanic di Cameron?,it
Qui a composé le soundtrack du Titanic de Cameron?,fr
Door wie is de filmmuziek van Camerons Titanic geschreven?,nl
कैमरन टाइटैनिक के लिए साउंडट्रैक किसने बनाया है?,hi_IN
Cine a compus coloana sonoră pentru Titanicul lui Cameron?,ro
Which movies did Kurosawa direct?,en
Quais filmes Kurosawa dirigiu?,pt_BR
Welche Filme hat Kurosawa gedreht?,de
¿Qué películas ha rodado Kurosawa?,es
Che film ha diretto Kurosawa?,it
Quels films ont été realisés par Kurosawa?,fr
Welke films heeft Kurosawa geregisseerd?,nl
कुरोसावा ने कौन सी फिल्मों का निर्देशन किया है ?,hi_IN
Ce filme a regizat Kurosawa?,ro
For which label did Elvis record his first album?,en
Para qual gravadora Elvis gravou seu primeiro álbum?,pt_BR
Welche Plattenfirma hat Elvis' erstes Album aufgenommen?,de
¿Qué discográfica grabó el primer album de Elvis?,es
Quale casa discografica ha inciso il primo album di Elvis?,it
Quel est le label discographe qui a publié le premier disque d'Elvis?,fr
Bij welk platenlabel verscheen het eerste album van Elvis Presley?,nl
किस लेबल के लिए एल्विस ने अपना पहला एल्बम रिकॉर्ड किया था?,hi_IN
Ce casă discografică a înregistrat primul album al lui Elvis?,ro
In which time zone is Rome?,en
Em que fuso horário está Roma?,pt_BR
رم در چه ناحیه زمانی قرار دارد؟,fa
In welcher Zeitzone liegt Rom?,de
¿En qué zona horaria esta Roma?,es
Qual è il fuso orario di Roma?,it
Quelle est la zone horaire de Rome?,fr
In welke tijdzone zit Rome?,nl
रोम किस समय क्षेत्र में है?,hi_IN
Pe ce fus orar este Roma?,ro
Give me the currency of China.,en
Qual a moeda da China?,pt_BR
Welche Währung benutzt China?,de
¿Cual es la moneda de China?,es
Dammi la valuta della Cina.,it
Doone-moi la monnaie chinoise.,fr
Wat is de munteenheid van China?,nl
मुझे चीन की मुद्रा बतायें ।,hi_IN
Care este moneda din China?,ro
Who are the developers of DBpedia?,en
Quem são os desenvolvedores do DBPedia?,pt_BR
چه کسانی توسعه دهندگان دی.بی.پدیا هستند؟,fa
Wer sind die Entwickler von DBpedia?,de
¿Quiénes son los desarrolladores de DBpedia?,es
Chi ha sviluppato DBpedia?,it
Qui sont les développeurs de DBpedia?,fr
Wie heeft DBpedia ontwikkeld?,nl
डीबीपीडिया के डेवलपर कौन हैं?,hi_IN
Cine sunt dezvoltatorii DBpedia?,ro
Does Abraham Lincoln's death place have a website?,en
O local onde Abraham Lincoln morreu tem um website?,pt_BR
Hat Abraham Lincolns Sterbeort eine Webseite?,de
¿Tiene el lugar de nacimiento de Abraham Lincol una página web?,es
Il luogo di morte di Abraham Lincoln ha un sito web?,it
A le lieu de décès d'Abraham Lincoln une page Web?,fr
Heeft de stad waarin Abraham Lincoln is overleden een website?,nl
अब्राहम लिंकन की मौत की जगह की बसाइट है?,hi_IN
Locul morții lui Abraham Lincoln are un website?,ro
Who is the king of the Netherlands?,en
Quem é o rei da Holanda?,pt_BR
پادشاه هلند کیست؟,fa
Wer ist der König der Niederlande?,de
¿Quién es el rey de los Países Bajos?,es
Chi è il re dei Paesi Bassi?,it
Qui est le roi des Pays-Bas?,fr
Wie is de koning van Nederland?,nl
नीदरलैंड का राजा कौन है?,hi_IN
Cine este regele Țărilor de Jos?,ro
In which city did Nikos Kazantzakis die?,en
Em que cidade Nikos Kazantzakis morreu?,pt_BR
نیکوس کازانتزاکیس در کدام کشور مرد؟,fa
In welcher Stadt ist Nikos Kazantzakis gestorben?,de
¿En que ciudad murió Nikos Kazantzakis?,es
In quale città è morto Nikos Kazantzakis,it
Dans quelle ville est mort Kazantsakis?,fr
In welke stad is Nikos Kazantzakis overleden?,nl
निकोस काजांटाजाकिस का किस शहर में निधन हुआ ?,hi_IN
În ce oraș a murit Nikos Kazantsakis?,ro
Who was the father of Queen Elizabeth II?,en
Quem foi o pai da Rainha Elizabeth II?,pt_BR
Wer war der Vater von Königin Elizabeth II?,de
¿Quién fue el padre de la reina Isabel II?,es
Chi fu il padre della regina Elisabetta II?,it
Qui est le père de la reine Élisabeth II?,fr
Wie was de vader van koningin Elizabeth II?,nl
महारानी एलिजाबेथ द्वितीय के पिता कौन थे?,hi_IN
Give me a list of all critically endangered birds.,en
Liste todas as aves que correm perigo de extinção.,pt_BR
لیستی از پرندگان روبه انقراض را بده.,fa
Gib mir eine Liste aller stark bedrohten Vogelarten.,de
Dame una lista de todas las aves en peligro de extinción.,es
Dammi la lista di tutti gli uccelli in via di estinzione.,it
Donnes-moi la liste des oiseaux en voie de disparition.,fr
Geef een lijst met alle ernstig bedreigde vogelsoorten.,nl
मुझे समीक्षकों से लुप्तप्राय पक्षियों की सूची बतायें ।,hi_IN
Dă-mi o listă cu toate păsările în pericol ridicat de dispariție.,ro
How many inhabitants does the largest city in Canada have?,en
Quantos habitantes tem a maior cidade do Canadá?,pt_BR
Wieviele Einwohner hat die größte Stadt in Kanada?,de
¿Cuántos habitantes tiene la ciudad más grande de Canadá?,es
Quanti abitanti ha la città più grande del Canada?,it
Combien d'habitants a large ville la plus grande du Canada?,fr
Hoeveel inwoners heeft de grootste stadt in Canada?,nl
कनाडा के सबसे बड़े शहर में कितने निवासी हैं?,hi_IN
Câți locuitori are cel mai are oraș din Canada?,ro
In which military conflicts did Lawrence of Arabia participate?,en
De quais conflitos militares Lawrence da Arábia participou?,pt_BR
An welchen militärischen Auseinandersetzungen war Lawrence von Arabien beteiligt?,de
¿En qué conflictos militares participó Lawrence de Arabia?,es
A quali conflitti militari ha partecipato Lawrence d'Arabia?,it
Dans quels conflits militaires a participé Lawrence d'Arabie?,fr
Bij welke militaire conflicten was Lawrence of Arabia betrokken?,nl
अरब के लॉरेंस ने किस सैन्य युद्ध में भाग लिया?,hi_IN
În care conflicte militare a participat Lawrence al Arabiei?,ro
Which book has the most pages?,en
Qual o livro com maior número de páginas?,pt_BR
Welches Buch hat die meisten Seiten?,de
¿Que libro tiene el mayor numero de paginas?,es
Quale libro ha il maggior numero di pagine?,it
Quel livre a le plus de pages?,fr
Welk boek heeft de meeste pagina's?,nl
कौन से पुस्तक में सबसे अधिक पृष्ठ हैं?,hi_IN
Ce carte are cele mai multe pagini?,ro
In which country does the Nile start?,en
Em que país nasce o Nilo?,pt_BR
In welchem Land entspringt der Nil?,de
¿En qué país nace el Nilo?,es
In quale stato nasce il Nilo?,it
Dans quel pays commence le Nil?,fr
In welk land ontspringt de Nijl?,nl
नाइल नदी किस देश में शुरू होती है?,hi_IN
Who is the Formula 1 race driver with the most races?,en
Quem é o piloto de Fórmula 1 com mais corridas?,pt_BR
چه کسی راننده فرمول 1 با بیشترین مسابقه است؟,fa
Wer ist der Formel-1-Fahrer mit den meisten Rennen?,de
¿Quién es el conductor de Formula 1 con más carreras?,es
Qual è il pilota di Formula 1 con più gare?,it
Quel est le pilote de Formule 1 qui a gagné le plus de courses?,fr
Wie is de Formule 1-coureur met de meeste races op zijn naam?,nl
सबसे अधिक दौड़ वाले फॉर्मूला 1 रेस ड्रायवर कौन है?,hi_IN
Cine este pilotul de curse Formula 1 cu cele mai multe curse?,ro
Which companies produce hovercrafts?,en
Que companhias produzem aerodeslizadores?,pt_BR
چه شرکت هایی هواناو تولید می کنند؟,fa
Welche Firmen stellen Hovercrafts her?,de
¿Qué compañías producen aerodeslizadores?,es
Quali società producono aeroscafi?,it
Quelles companies produisent des aéroglisseurs?,fr
Welke bedrijven produceren hovercrafts?,nl
कौन सी कंपनियां हॉवरक्राफ्ट बनाती हैं?,hi_IN
Care companii produc aeroglisoare?,ro
Did Elvis Presley have children?,en
Elvis Presley teve filhos?,pt_BR
آیا الویس پرسلی فرزند دارد؟,fa
Hatte Elvis Presley Kinder?,de
Tuvo hijos Elvis Presley?,es
Elvis Presley ha avuto dei figli?,it
Elvis Presley a-t-il eu des enfants?,fr
Had Elvis Presley kinderen?,nl
क्या एल्विस प्रेस्ली के बच्चे थे ?,hi_IN
A avut Elvis Presley copii?,ro
In which city was the president of Montenegro born?,en
Em que cidade o presidente de Montenegro nasceu?,pt_BR
رئیس جمهور مونتنگرو در کدام شهر متولد شد؟,fa
In welcher Stadt ist der Präsident von Montenegro geboren?,de
¿En que ciudad nació el presidente de Montenegro?,es
In quale città è nato il presidente del Montenegro?,it
Quelle est la ville de naissance du président du Monténégro?,fr
In welke stad is de president van Montenegro geboren?,nl
मोंटेनेग्रो के राष्ट्रपति किस शहर में पैदा हुए थे?,hi_IN
În ce oraș s-a născut președintele Muntenegrului?,ro
Which country was Bill Gates born in?,en
Em que país Bill Gates nasceu?,pt_BR
بیل گیت در کدام کشور متولد آمد؟,fa
In welchem Land ist Bill Gates geboren?,de
¿En qué país nació Bill Gates?,es
In quale stato è nato Bill Gates?,it
Quel est l'état de naissance de Bill Gates?,fr
In welke land is Bill Gates geboren?,nl
बिल गेट्स का जन्म किस देश में हुआ था?,hi_IN
În ce țară s-a născut Bill Gates?,ro
In which countries do people speak Japanese?,en
Em que país se fala japonês?,pt_BR
در چه کشورهایی مردم ژاپنی صحبت می کنند؟,fa
In welcher Ländern wird Japanisch gesprochen?,de
¿En qué países se habla japonés?,es
In quali stati si parla giapponese?,it
Dans quels pays parle-t-on japonais?,fr
In welke landen wordt Japans gesproken?,nl
किन देशों में लोग जापानी बोलते हैं?,hi_IN
În ce țari se vorbește japoneza?,ro
Show me the book that Muhammad Ali wrote.,en
Mostre me o livro que Muhammad Ali escreveu.,pt_BR
"Zeig mir das Buch, das Muhammad Ali geschrieben hat.",de
Muéstrame el libro escrito por Muhammad Ali.,es
Mostrami il libro scritto da Muhammad Ali.,it
Donne-moi le livre écrit par Muhammad Ali.,fr
Toen het boek dat Muhammad Ali heeft geschreven.,nl
मुझे किताब बताओ जो मुहम्मद अली ने लिखी थी।,hi_IN
Arată-mi cartea pe care a scris-o Muhammad Ali.,ro
Is Michelle Obama the wife of Barack Obama?,en
Michelle Obama é a esposa de Barack Obama?,pt_BR
Ist Michelle Obama die Frau von Barack Obama?,de
¿Es Michele Obama la esposa de Barack Obama?,es
Michelle Obama è la moglie di Barack Obama?,it
Michelle Obama est-elle l'épouse de Barack Obama?,fr
Is Michelle Obama de vrouw van Barack Obama?,nl
क्या बराक ओबामा की पत्नी मिशेल ओबामा हैं?,hi_IN
What is the area code of Berlin?,en
Qual é o código de área de Berlin?,pt_BR
Was ist die Vorwahl von Berlin?,de
¿Cuál es el prefijo de Berlin?,es
Qual è il prefisso di Berlino?,it
Quel est l'indicatif téléphonique de Berlin?,fr
Wat is het kengetal van Berlijn?,nl
बर्लिन का क्षेत्र कोड क्या है?,hi_IN
Give me all actors starring in Last Action Hero.,en
Liste todos os atores que atuaram em Last Action Hero.,pt_BR
"Gib mir alle Schauspieler, die in Last Action Hero mitgespielt haben.",de
Dame todos los actores que hayan actuado en Last Action Hero.,es
Dammi tutti gli attori che hanno recitato in Last Action Hero.,it
Noem alle acteurs uit de film Last Action Hero.,fr
Noem alle acteurs uit de film Last Action Hero.,nl
मुझे लास्ट एक्शन हीरो में अभिनीत सभी कलाकारों के नाम बतायें दो।,hi_IN
Dă-mi toți actorii cu roluri principale în Last Action Hero.,ro
What are the nicknames of San Francisco?,en
Quais são os apelidos de San Francisco?,pt_BR
اسم های مستعار سانفرانسیسکو چیست؟,fa
Was sind die Spitznamen von San Francisco?,de
¿Cuál es el apodo de San Francisco?,es
Quali sono i soprannomi di San Francisco?,it
Quels sont les surnoms de San Francisco?,fr
Wat zijn bijnamen van San Francisco?,nl
सैन फ्रांसिस्को के उपनाम क्या हैं?,hi_IN
Care sunt poreclele pentru San Francisco?,ro
What was the first Queen album?,en
Qual foi o primeiro álbum do Queen?,pt_BR
اولین آلبوم کوئین چه بود؟,fa
Was war das erste Queen-Album?,de
¿Cuál fue el primer álbum de Queen?,es
Qual è stato il primo album dei Queen?,it
Quel est le premier album de Queen?,fr
Wat was het eerste Queen-album?,nl
सबसे पहला क्वीन एल्बम क्या था?,hi_IN
Care a fost primul album Queen?,ro
Through which countries does the Yenisei river flow?,en
Por quais países o rio Yenisei passa?,pt_BR
Durch welche Länder fließt der Yenisei?,de
¿Por qué países fluye el río Yenisei?,es
Attraverso quali stati scorre il fiume Yenisei?,it
Quels sont les pays traversés par l'Ienisseï?,fr
Door welke landen stroomt de Jenisej?,nl
किस देश के माध्यम से यनेसी नदी का प्रवाह होता है?,hi_IN
Which television shows were created by Walt Disney?,en
Quais séries de televisão foram criadas por Walt Disney?,pt_BR
Welche Fernsehserien hat Walt Disney entworfen?,de
¿Qué series televisivas ideó Walt Disney?,es
Quali serie televisive sono state create dalla Walt Disney?,it
Quelles séries télevisées ont été créées par Walt Disney?,fr
Welke televisieseries werden bedacht door Walt Disney?,nl
वॉल्ट डिज़नी द्वारा किस टेलीविज़न शो का निर्माण किया गया था?,hi_IN
What is the bridge with the longest span?,en
Qual a ponte mais comprida?,pt_BR
Welche Brücke hat die längste Spannweite?,de
¿Qué puente tiene el mayor largo del vano?,es
Qual è il ponte con la campata più lunga?,it
Quel est le pont le plus large?,fr
Wat is de brug met de grootste spanwijdte?,nl
सबसे लंबा पुल कौन सा है?,hi_IN
Care este podul cu cea mai mare deschidere?,ro
What country is Sitecore from?,en
De que país é a Sitecore,pt_BR
سایتکور در کدام کشور تأسیس شد؟,fa
Aus welchem Land kommt Sitecore?,de
¿De qué país es Sitecore?,es
Di che nazione è Sitecore?,it
Quel est le pays d'origine de Sitecore?,fr
Uit welke land komt Sitecore?,nl
साइटकोर कौन से देश से है?,hi_IN
Din ce țară este Sitecore?,ro
Whom did Lance Bass marry?,en
Com quem Lance Bass casou-se?,pt_BR
لنس بس با چه کسی ازدواج کرده است؟,fa
Wen hat Lance Bass geheiratet?,de
¿Con quien se casó Lance Bass?,es
Chi ha sposato Lance Bass?,it
Qui est l'épouse de Lance Bass?,fr
Wie heeft Lance Baas getrouwd?,nl
लांस बास ने किससे शादी की?,hi_IN
Cu cine s-a căsătorit Lance Bass?,ro
What is the capital of Canada?,en
Qual a capital do Canadá?,pt_BR
Was ist die Hauptstadt von Kanada?,de
¿Cuál es la capital de Canadá?,es
Qual è la capitale del Canada?,it
Quelle est la capitale du Canada?,fr
Wat is de hoofdstad van Canada?,nl
कनाडा की राजधानी क्या है?,hi_IN
Who was Vincent van Gogh inspired by?,en
Em quem Vincent van Gogh inspirou-se?,pt_BR
ونسان ون گوگ از چه کسی الهام گرفته است؟,fa
Wer hat Vincent van Gogh inspiriert?,de
¿Quién inspiro a Vincent van Gogh?,es
Da chi fu inspirato Vincent van Gogh?,it
Qui a inspiré Victor van Gogh?,fr
Wie heeft van Gogh geinspireerd?,nl
विंसेंट वैन गाग किनसे प्रेरित थे ?,hi_IN
De către cine a fost Vincent van Gogh inspirat?,ro
In which city did John F. Kennedy die?,en
Em que cidade John F. Kennedy morreu?,pt_BR
In welcher Stadt ist John F. Kennedy gestorben?,de
¿En qué ciudad murió John F. Kennedy?,es
In quale città morì John F. Kennedy?,it
Dans quelle ville est mort John F. Kennedy?,fr
In welke stad kwam John F. Kennedy om het leven?,nl
किस शहर में जॉन एफ कैनेडी का निधन हुआ ?,hi_IN
Was U.S. president Jackson involved in a war?,en
O presidente Jackson dos EUA envolveu-se em uma guerra?,pt_BR
War US-Präsident Jackson in einen Krieg verwickelt?,de
¿Estuvo el el presidente de los estados unidos Jackson involucrado en una guerra?,es
Il presidente degli Stati Uniti Jackson è stato coinvolto in una guerra?,it
Le président Jackson a-t-il participé à une guerre?,fr
Was president Jackson van de Verenigde Staten betrokken bij een oorlog?,nl
क्या अमेरिका के राष्ट्रपति जैक्सन किसी युद्ध में शामिल थे?,hi_IN
Who wrote the Game of Thrones theme?,en
Quem escreveu o tema do Game of Thrones?,pt_BR
طرح بازی تاج و تخت را چه کسی نوشت؟,fa
Wer hat das Titellied für Games of Thrones geschrieben?,de
¿Quién escribió el tema del Juego de Tronos?,es
Chi ha scritto Game of Thrones?,it
Qui a écrit le thème de Game of Thrones?,fr
Wie heeft de titelmuziek van Game of Thrones gekomponeerd?,nl
गेम ऑफ़ थ्रोन्स थीम किसने लिखी हैं ?,hi_IN
Cine a scris tema din Urzeala Tronurilor?,ro
Who designed the Brooklyn Bridge?,en
Quem projetou a Ponte do Brooklin?,pt_BR
Wer hat die Brooklyn Bridge entworfen?,de
¿Quién diseñó la Brooklyn Bridge?,es
Chi ha progettato il ponte di Brooklyn?,it
Qui a conçu le pont de Brooklyn?,fr
Wie ontwierp de Brooklyn Bridge?,nl
ब्रुकलिन ब्रिज को किसने बनाया है?,hi_IN
Cine a proiectat podul din Brooklyn?,ro
When did Boris Becker end his active career?,en
Quando Boris Becker encerrou sua carreira?,pt_BR
بوریس بکر کی به فعالیت هنری اش خاتمه داد؟,fa
Wann hat Boris Becker seine aktive Karriere beendet?,de
¿Cuándo termino Boris Becker su carrera como actor?,es
Boris Becker quando ha concluso la sua carriera?,it
Quelle est la date de terminaison de la carrière de Boris Becker?,fr
Wanneer stopte Boris Becker zijn actieve loopbaan?,nl
बोरिस बेकर ने अपना सक्रिय कैरियर कब समाप्त किया?,hi_IN
Când și-a încheiat Boris Becker cariera activă?,ro
Which types of grapes grow in Oregon?,en
Que tipos de uvas crescem no Oregon?,pt_BR
چه انواعی از انگور در اورگن رشد می کند؟,fa
Welche Traubenarten wachsen in Oregon?,de
¿Que tipo de uva crece en Oregon?,es
Quali tipi di uva crescono in Oregon?,it
Quelles genres de raisin poussent en Oregon?,fr
Welke soorten druiven groeien in Oregon?,nl
ओरेगन में किस प्रकार के अंगूर उगते हैं?,hi_IN
Ce soiuri de struguri cresc în Oregon?,ro
How tall is Michael Jordan?,en
Qual a altura de Michael Jordan?,pt_BR
Wie groß ist Michael Jordan?,de
¿Qué altura tiene Michael Jordan?,es
Quanto è alto Michael Jordan?,it
Quelle est la taille de Michael Jordan?,fr
Hoe lang is Michael Jordan?,nl
माइकल जॉर्डन कितना लंबा है?,hi_IN
To which party does the mayor of Paris belong?,en
A que partido o prefeito de Paris pertence?,pt_BR
شهردار پاریس عضو چه حزبی است؟,fa
Welcher Partei gehört die Bürgermeisterin von Paris an?,de
¿A qué partido politico pertenece el alcalde de París?,es
A quale partito polito appartiene il sindaco di Parigi?,it
Quel est le parti politique du maire de Paris?,fr
Tot welke partij behoort de burgemeester van Parijs?,nl
पेरिस के महापौर किस पार्टी के हैं?,hi_IN
Cărui partid aparține primarul Parisului?,ro
Who wrote the book The Pillars of the Earth?,en
Quem escreveu o livro Os Pilares da Terra?,pt_BR
Wer schrieb das Buch Die Säulen der Erde?,de
¿Quen escribió el libro Los pilares de la Tierra?,es
Chi ha scritto il libro I pilastri della Terra?,it
Qui a écrit le livre Les Piliers de la Terre?,fr
Wie schreef het boek De Pilaren van de Aarde?,nl
किसने द पिल्लर्स ऑफ द अर्थ किताब को लिखा हैं ?,hi_IN
Cine e scris cartea Stâlpii Pământului?,ro
Who was the 16th president of the United States?,en
Quem foi o 16o presidente dos Estados Unidos?,pt_BR
Wer war der 16. Präsident der Vereinigten Staaten?,de
¿Quién fue el 16th presidente de los Estados Unidos?,es
Chi è stato il sedicesimo presidente degli Stati Uniti?,it
Qui fut le premier président des États-Unis?,fr
Wie was de 16de president van de Verenigde Staten?,nl
संयुक्त राज्य के 16 वें राष्ट्रपति कौन थे?,hi_IN
Cine a fost primul președinte al Statelor Unite?,ro
How high is the Mount Everest?,en
Qual a altura do Monte Everest?,pt_BR
Wie hoch ist der Mount Everest?,de
¿Qué alto es el Monte Everest?,es
Quanto è alto il Monte Everest?,it
Quelle est l'altitude du Mont Everest?,fr
Hoe hoog is de Mount Everest?,nl
माउंट एवरेस्ट कितना ऊँचा है?,hi_IN
Who was the doctoral supervisor of Albert Einstein?,en
Quem foi o orientador do doutorado de Albert Einstein?,pt_BR
چه کسی استاد راهنمای دکترای آلبرت اینشتین بود؟,fa
Wer war der Doktorvater von Albert Einstein?,de
¿Quien es el supervisor de doctorado de Albert Einstein?,es
Chi era il supervisore della tesi di dottorato di Albert Einstein?,it
Qui était le directeur de thèse d'Albert Einstein,fr
Wie was de promotor van Albert Einsteins doctoraatsonderzoek?,nl
अल्बर्ट आइंस्टीन के डॉक्टरेट के पर्यवेक्षक कौन थे?,hi_IN
Cine a fost conducătorul de doctorat al lui Albert Einstein?,ro
In which city does Sylvester Stallone live?,en
Em que cidade Sylvester Stallone mora?,pt_BR
سیلوستر استالونه در کدام شهر زندگی می کند؟,fa
In welcher Stadt wohnt Sylvester Stallone?,de
¿En qué ciudad vive Sylvester Stallone?,es
In quale città vive Sylvester Stallone?,it
Dans quelle ville vit Sylvester Stallone?,fr
In welke stad woont Sylvester Stallone?,nl
सिल्वेस्टर स्टेलोन किस शहर में रहते हैं?,hi_IN
În ce oraș trăiește Sylvester Stallone?,ro
What is the currency of the Czech Republic?,en
Qual a moeda da República Tcheca?,pt_BR
Was ist die Währung der Tschechischen Republik?,de
¿Cuál es la moneda de la república checa?,es
Qual è la valuta della Repubblica Ceca?,it
Quel est la devise de la Tchéquie?,fr
Wat is de munteenheid van Tsjechië?,nl
चेक गणराज्य की मुद्रा क्या है?,hi_IN
Did Socrates influence Aristotle?,en
Sócrates influenciou Aristóteles?,pt_BR
Hat Sokrates Aristoteles beeinflusst?,de
¿Tuvo Sócrates influencia sobre Aristóteles?,es
Socrate ha influenzato Aristotele?,it
Socrate a-t-il influencé Aristote?,fr
Beïnvloedde Socrates Aristoteles?,nl
क्या एरिस्टोटल सोक्रेटस से प्रभावित थे?,hi_IN
What is the time zone of Salt Lake City?,en
Qual o fuso horário de Salt Lake City?,pt_BR
In welcher Zeitzone liegt Salt Lake City?,de
¿En qué zona horaria se encuentra Salt Lake City?,es
In quale fuso orario si trova Salt Lake City?,it
Quel est le fuseau horaire de Salt Lake City?,fr
In welke tijdzone ligt Salt Lake City?,nl
साल्ट लेक सिटी का समय क्षेत्र क्या है?,hi_IN
Who is the son of Sonny and Cher?,en
Quem é o filho de Sonny e Cher?,pt_BR
پسر سونی و چر چه کسی بود؟,fa
Wer ist der Sohn von Sonny und Cher?,de
¿Quién es el hijo de Sonny y Cher?,es
Chi è il figlio di Sonny e Cher,it
Qui est le fils de Sonny et Cher?,fr
Wie is de zoon van Sonny en Cher?,nl
सोनि और चेर का बेटा कौन है?,hi_IN
Cine este fiul lui Sonny și Cher?,ro
In which city are the headquarters of the United Nations?,en
Em que cidade está a sede das Nações Unidas?,pt_BR
مقر سازمان ملل در کدام شهر قرار دارد؟,fa
In welcher Stadt ist das Hauptquartier der Vereinten Nationen?,de
¿En qué ciudad se encuentra la sede de las Naciones Unidas?,es
In quale città si trova il quartier generale delle Nazioni Unite?,it
Dans quelle ville se trouvé les quartiers généraux des Nations Unies?,fr
In welke stad bevindt zich het hoofdkwartier van de Verenigde Naties?,nl
संयुक्त राष्ट के मुख्यालय कौन सा शहर में हैं?,hi_IN
În ce oraș se află cartierul general al Națiunilor Unite?,ro
Who is the founder of Penguin Books?,en
Quem é o fundador da Penquin Books?,pt_BR
Wer hat Penguin Books gegründet?,de
¿Quien es el fundador de Penguin Books?,es
Chi è il fondatore di Penguin Books?,it
Qui est le fondateur de Penguin  Books?,fr
Wie is de oprichter van Penguin Books?,nl
पेंगुइन बुक्स के संस्थापक कौन हैं?,hi_IN
Cine este fondatorul Penguin Books?,ro
When was Jack Wolfskin founded?,en
Quando foi fundada a Jack Wolfskin?,pt_BR
جک ولفیش کی تأسیس شد؟,fa
Wann wurde Jack Wolfskin gegründet?,de
¿Cúando se fundó Jack Wolfskin?,es
Quando è stata fondata Jack Wolfskin?,it
Quand a été fondé Jack Wolfskin?,fr
Wanneer werd Jack Wolfskin opgericht?,nl
जैक वुल्फस्किन की स्थापना कब हुई थी?,hi_IN
Când a fost fondat Jack Wolfskin?,ro
Who is the mayor of Rotterdam?,en
Quem é o prefeito de Rotterdam?,pt_BR
Wer ist der Bürgermeister von Rotterdam?,de
¿Quién es el alcalde de Rotterdam?,es
Chi è il sindaco di Rotterdam?,it
Qui est le maire de Rotterdam?,fr
Wie is de burgemeester van Rotterdam?,nl
रॉटरडैम के महपौर कौन हैं?,hi_IN
Cine este primar în Rotterdam?,ro
Give me all Swedish oceanographers.,en
Liste todos os oceanógrafos suecos.,pt_BR
Gib mir alle Schwedischen Ozeanographen.,de
Dame todos los oceanógrafos suecos.,es
Dammi tutti gli oceanografi svedesi.,it
Donne-moi tous les océanographes suédois.,fr
Toon alle Zweedse oceanograafen.,nl
मुझे सभी स्वीडिश महासागरीय वैज्ञानिकों की सूचि बतायें।,hi_IN
Dă-mi toți oceanografii suedezi.,ro
Show me Hemingway's autobiography.,en
Mostre-me a autobiografia de Hemingway.,pt_BR
خود زندگی نامه همینگوی را بده.,fa
Zeig mir Hemmingways Autobiographie.,de
Muéstrame la autobiografía Hemingway.,es
Mostrami l'autobiografia di Hemingway.,it
Montre l'autobiographie de Hemingway.,fr
Toen de autobiografie van Hemmingway.,nl
हेमिंग्वे की आत्मकथा मुझे दिखायें।,hi_IN
Arată-mi autobiografia lui Hemingway,ro
Who are the parents of the wife of Juan Carlos I?,en
Quem são os pais da esposa de Juan Carlos I?,pt_BR
Wer sind die Eltern der Frau von Juan Carlos I?,de
¿Quién son los padres de la esposa de Juan Carlos I?,es
Chi sono i genitori della moglie di Juan Carlos I?,it
Qui sont les parents de l'épouse de Juan Carlos Ier?,fr
Hoe heten de ouders van de vrouw van Juan Carlos I?,nl
जुआन कार्लोस-१ की पत्नी के माता-पिता कौन हैं?,hi_IN
Cine sunt părinții soției lui Juan Carlos I?,ro
Did Tesla win a nobel prize in physics?,en
Tesla ganhou um Prêmio Nobel de Física?,pt_BR
Hat Tesla den Nobelpreis für Physik gewonnen?,de
¿Obtuvo Tesla el premio nobel de física?,es
Tesla ha vinto un premio Nobel per la fisica?,it
Tesla a-t-il recu le prix Nobel?,fr
Heeft Tesla ooit de Nobelprijs voor de Natuurkunde gewonnen?,nl
क्या टेस्ला ने भौतिक विज्ञान में नोबेल पुरस्कार जीता?,hi_IN
Who is the tallest basketball player?,en
Quem é o jogador de basquete mais alto?,pt_BR
چه کسی بلندترین بازیکن بسکتبال است؟,fa
Wer ist der größte Basketballspieler?,de
Quien es el jugador de baloncesto mas alto?,es
Chi è il giocatore di pallacanestro più alto?,it
Quel est le plus grand joueur de basket?,fr
Wie is de grootste basketballer?,nl
सबसे लंबा बास्केटबॉल खिलाड़ी कौन है?,hi_IN
Cine este cel mai înalt jucător de basket?,ro
Which city has the least inhabitants?,en
Qual cidade tem menos habitantes?,pt_BR
چه شهری کمترین سکنه را دارد؟,fa
Welche Stadt hat die wenigsten Einwohner?,de
¿Que ciudad tiene la menor población?,es
Quale città ha il minor numero di abitanti?,it
Quelle ville a le plus petit nombre d'habitants?,fr
Welke stad heeft de minste inwoners?,nl
